locustag_ID;locustag;GenBank Accession;Molweight (kDa);length (nt);Transmembrane Helices (JGI);No_of_disordered_domains;length_of_disordered_domains;percentage_of_discordered_domain;tool_for_disordered_domains;Localisation(DavidLeaSmith);NbofTMHs(DavidLeaSmith);nr_of_interactions(Sato);self interaction(Sato);interactions(Sato)
sll5002-5UTR;sll5002;NP_942158;NA;61;0;NA;NA;NA;NA;NA;NA;;;
sll5003;sll5003;NP_942159;15.098;405;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5004;sll5004;NP_942160;11.64;312;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5004-5UTR;sll5004;NP_942160;NA;21;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5014;sll5014;NP_942170;NA;957;0;NA;NA;NA;NA;NA;NA;;;
sll5026;sll5026;NP_942182;NA;2073;0;NA;NA;NA;NA;NA;NA;;;
sll5028;sll5028;NP_942184;NA;312;0;NA;NA;NA;NA;NA;NA;;;
sll5028-5UTR;sll5028;NP_942184;NA;243;0;NA;NA;NA;NA;NA;NA;;;
sll5030;sll5030;NP_942186;NA;822;0;NA;NA;NA;NA;NA;NA;;;
sll5032;sll5032;NP_942188;NA;351;3;NA;NA;NA;NA;NA;NA;;;
sll5033;sll5033;NP_942189;19.892;540;1;NA;NA;NA;NA;NA;NA;;;
sll5034;sll5034;NP_942190;23.2;624;1;NA;NA;NA;NA;Soluble proteins;0;;;
sll5035;sll5035;NP_942191;12.525;339;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5036;sll5036;NP_942192;NA;1287;0;NA;NA;NA;NA;unknown;0;;;
sll5036-5UTR;sll5036;NP_942192;NA;52;0;NA;NA;NA;NA;unknown;0;;;
sll5041;sll5041;NP_942197;NA;549;0;NA;NA;NA;NA;NA;NA;;;
sll5041-5UTR;sll5041;NP_942197;NA;113;0;NA;NA;NA;NA;NA;NA;;;
sll5043;sll5043;NP_942199;NA;987;0;NA;NA;NA;NA;NA;NA;;;
sll5044;sll5044;NP_942200;NA;642;0;NA;NA;NA;NA;NA;NA;;;
sll5046;sll5046;NP_942202;NA;951;0;NA;NA;NA;NA;NA;NA;;;
sll5046-5UTR;sll5046;NP_942202;NA;41;0;NA;NA;NA;NA;NA;NA;;;
sll5047;sll5047;NP_942203;NA;1518;6;NA;NA;NA;NA;NA;NA;;;
sll5047-5UTR;sll5047;NP_942203;NA;63;6;NA;NA;NA;NA;NA;NA;;;
sll5048;sll5048;NP_942204;39.933;1089;0;NA;NA;NA;NA;unknown;0;;;
sll5048-5UTR;sll5048;NP_942204;NA;482;0;NA;NA;NA;NA;unknown;0;;;
sll5049;sll5049;NP_942205;NA;1344;12;NA;NA;NA;NA;NA;NA;;;
sll5049-5UTR;sll5049;NP_942205;NA;473;12;NA;NA;NA;NA;NA;NA;;;
sll5050;sll5050;NP_942206;48.896;1326;1;NA;NA;NA;NA;TM;1;;;
sll5057;sll5057;NP_942213;NA;954;1;NA;NA;NA;NA;NA;NA;;;
sll5057-3UTR;sll5057;NP_942213;NA;779;1;NA;NA;NA;NA;NA;NA;;;
sll5057-5UTR;sll5057;NP_942213;NA;71;1;NA;NA;NA;NA;NA;NA;;;
sll5059;sll5059;NP_942215;33.416;909;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5059-3UTR;sll5059;NP_942215;NA;61;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5059-5UTR;sll5059;NP_942215;NA;269;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5060;sll5060;NP_942216;134.67;3630;0;NA;NA;NA;NA;PM;0;;;
sll5061;sll5061;NP_942217;14.075;378;0;NA;NA;NA;NA;NA;NA;;;
sll5061-5UTR;sll5061;NP_942217;NA;110;0;NA;NA;NA;NA;NA;NA;;;
sll5062;sll5062;NP_942218;NA;456;0;NA;NA;NA;NA;NA;NA;;;
sll5063;sll5063;NP_942219;NA;654;0;NA;NA;NA;NA;NA;NA;;;
sll5063-5UTR;sll5063;NP_942219;NA;331;0;NA;NA;NA;NA;NA;NA;;;
sll5066;sll5066;NP_942222;22.544;615;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5067;sll5067;NP_942223;NA;525;0;NA;NA;NA;NA;NA;NA;;;
sll5069;sll5069;NP_942225;NA;1476;0;NA;NA;NA;NA;NA;NA;;;
sll5069-5UTR;sll5069;NP_942225;NA;612;0;NA;NA;NA;NA;NA;NA;;;
sll5072;sll5072;NP_942228;NA;309;0;NA;NA;NA;NA;NA;NA;;;
sll5075;sll5075;NP_942231;15.622;420;0;NA;NA;NA;NA;NA;NA;;;
sll5075-3UTR;sll5075;NP_942231;NA;207;0;NA;NA;NA;NA;NA;NA;;;
sll5075-5UTR;sll5075;NP_942231;NA;106;0;NA;NA;NA;NA;NA;NA;;;
sll5076;sll5076;NP_942232;NA;546;0;NA;NA;NA;NA;NA;NA;;;
sll5076-5UTR;sll5076;NP_942232;NA;946;0;NA;NA;NA;NA;NA;NA;;;
sll5079;sll5079;NP_942235;28.689;819;0;NA;NA;NA;NA;unknown;0;;;
sll5080;sll5080;NP_942236;30.078;825;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5080-5UTR;sll5080;NP_942236;NA;116;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5081;sll5081;NP_942237;30.884;789;0;NA;NA;NA;NA;NA;NA;;;
sll5083;sll5083;NP_942239;NA;1878;0;NA;NA;NA;NA;NA;NA;;;
sll5083-3UTR;sll5083;NP_942239;NA;134;0;NA;NA;NA;NA;NA;NA;;;
sll5083-5UTR;sll5083;NP_942239;NA;111;0;NA;NA;NA;NA;NA;NA;;;
sll5084;sll5084;NP_942240;NA;717;1;NA;NA;NA;NA;NA;NA;;;
"sll5084;slr6070;slr6011";sll5084;NP_942240;NA;717;1;NA;NA;NA;NA;NA;NA;;;
sll5089;sll5089;NP_942245;NA;768;1;NA;NA;NA;NA;NA;NA;;;
sll5090;sll5090;NP_942246;NA;555;0;NA;NA;NA;NA;NA;NA;;;
sll5094;sll5094;NP_942250;16.617;432;0;NA;NA;NA;NA;NA;NA;;;
sll5097;sll5097;NP_942253;NA;1005;0;NA;NA;NA;NA;NA;NA;;;
sll5104;sll5104;NP_942260;NA;435;0;NA;NA;NA;NA;NA;NA;;;
sll5104-5UTR;sll5104;NP_942260;NA;23;0;NA;NA;NA;NA;NA;NA;;;
sll5107;sll5107;NP_942263;NA;417;0;NA;NA;NA;NA;NA;NA;;;
sll5109;sll5109;NP_942265;NA;1491;0;NA;NA;NA;NA;NA;NA;;;
sll5122;sll5122;NP_942278;NA;1263;0;NA;NA;NA;NA;NA;NA;;;
sll5123;sll5123;NP_942279;NA;435;0;NA;NA;NA;NA;NA;NA;;;
sll5123-5UTR;sll5123;NP_942279;NA;20;0;NA;NA;NA;NA;NA;NA;;;
sll5128;sll5128;NP_942284;39.453;1038;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5128-5UTR;sll5128;NP_942284;NA;82;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll5130;sll5130;NP_942286;NA;408;0;NA;NA;NA;NA;NA;NA;;;
sll5131;sll5131;NP_942287;NA;1017;0;NA;NA;NA;NA;NA;NA;;;
sll5132;sll5132;NP_942156;NA;27;0;NA;NA;NA;NA;NA;NA;;;
sll6010;sll6010;NP_942453;NA;666;1;NA;NA;NA;NA;NA;NA;;;
sll6010-3UTR;sll6010;NP_942453;NA;58;1;NA;NA;NA;NA;NA;NA;;;
sll6010-5UTR;sll6010;NP_942453;NA;6;1;NA;NA;NA;NA;NA;NA;;;
sll6017;sll6017;NP_942460;NA;771;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll6017-3UTR;sll6017;NP_942460;NA;406;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll6036;sll6036;NP_942479;NA;606;0;NA;NA;NA;NA;unknown;0;;;
sll6052;sll6052;NP_942495;NA;396;0;NA;NA;NA;NA;NA;NA;;;
sll6053;sll6053;NP_942496;NA;1416;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll6054;sll6054;NP_942497;15.001;384;0;NA;NA;NA;NA;NA;NA;;;
sll6055;sll6055;NP_942498;17.444;459;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll6055-5UTR;sll6055;NP_942498;NA;48;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll6059;sll6059;NP_942502;NA;567;0;NA;NA;NA;NA;NA;NA;;;
sll6059-5UTR;sll6059;NP_942502;NA;36;0;NA;NA;NA;NA;NA;NA;;;
sll6060;sll6060;NP_942503;19.136;534;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll6069;sll6069;NP_942512;NA;666;1;NA;NA;NA;NA;NA;NA;;;
sll6069-3UTR;sll6069;NP_942512;NA;58;1;NA;NA;NA;NA;NA;NA;;;
sll6069-5UTR;sll6069;NP_942512;NA;6;1;NA;NA;NA;NA;NA;NA;;;
sll6076;sll6076;NP_942519;29.211;771;0;NA;NA;NA;NA;NA;NA;;;
"sll6076;sll6017;sll0800";sll6076;NP_942519;NA;771;0;NA;NA;NA;NA;NA;NA;;;
sll6076-3UTR;sll6076;NP_942519;NA;406;0;NA;NA;NA;NA;NA;NA;;;
sll6093;sll6093;NP_942536;21.648;597;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll6093-5UTR;sll6093;NP_942536;NA;58;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll6098;sll6098;NP_942541;NA;1077;0;NA;NA;NA;NA;unknown;0;;;
sll6098-3UTR;sll6098;NP_942541;NA;686;0;NA;NA;NA;NA;unknown;0;;;
sll6098-5UTR;sll6098;NP_942541;NA;1857;0;NA;NA;NA;NA;unknown;0;;;
sll6109;sll6109;NP_942552;NA;564;0;NA;NA;NA;NA;NA;NA;;;
sll6109-3UTR;sll6109;NP_942552;NA;314;0;NA;NA;NA;NA;NA;NA;;;
sll6109-5UTR;sll6109;NP_942552;NA;36;0;NA;NA;NA;NA;NA;NA;;;
sll7001;sll7001;NP_942289;NA;309;0;NA;NA;NA;NA;NA;NA;;;
sll7002;sll7002;NP_942290;NA;582;0;NA;NA;NA;NA;NA;NA;;;
sll7003;sll7003;NP_942291;15.986;429;0;NA;NA;NA;NA;NA;NA;;;
sll7006;sll7006;NP_942294;NA;324;0;NA;NA;NA;NA;unknown;0;;;
sll7009;sll7009;NP_942297;NA;945;0;NA;NA;NA;NA;PM;0;;;
sll7027;sll7027;NP_942315;NA;585;0;NA;NA;NA;NA;NA;NA;;;
sll7027-5UTR;sll7027;NP_942315;NA;848;0;NA;NA;NA;NA;NA;NA;;;
sll7028;sll7028;NP_942316;NA;1257;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll7029;sll7029;NP_942317;NA;1026;0;NA;NA;NA;NA;NA;NA;;;
sll7029-5UTR;sll7029;NP_942317;NA;164;0;NA;NA;NA;NA;NA;NA;;;
sll7030;sll7030;NP_942318;NA;504;0;NA;NA;NA;NA;unknown;0;;;
sll7031;sll7031;NP_942319;NA;303;0;NA;NA;NA;NA;unknown;0;;;
sll7031-5UTR;sll7031;NP_942319;NA;25;0;NA;NA;NA;NA;unknown;0;;;
sll7033;sll7033;NP_942321;12.604;342;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll7034;sll7034;NP_942322;12.21;333;0;NA;NA;NA;NA;NA;NA;;;
sll7034-5UTR;sll7034;NP_942322;NA;19;0;NA;NA;NA;NA;NA;NA;;;
sll7043;sll7043;NP_942331;NA;585;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll7044;sll7044;NP_942332;20.669;582;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll7044-5UTR;sll7044;NP_942332;NA;162;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll7047;sll7047;NP_942335;NA;732;6;NA;NA;NA;NA;unknown;4;;;
sll7047-3UTR;sll7047;NP_942335;NA;44;6;NA;NA;NA;NA;unknown;4;;;
sll7047-5UTR;sll7047;NP_942335;NA;91;6;NA;NA;NA;NA;unknown;4;;;
sll7050;sll7050;NP_942338;NA;594;0;NA;NA;NA;NA;NA;NA;;;
sll7050-3UTR;sll7050;NP_942338;NA;563;0;NA;NA;NA;NA;NA;NA;;;
sll7056;sll7056;NP_942344;NA;378;0;NA;NA;NA;NA;NA;NA;;;
sll7056-5UTR;sll7056;NP_942344;NA;604;0;NA;NA;NA;NA;NA;NA;;;
sll7063;sll7063;NP_942351;NA;2388;0;NA;NA;NA;NA;unknown;0;;;
sll7064;sll7064;NP_942352;NA;582;0;NA;NA;NA;NA;NA;NA;;;
sll7067;sll7067;NP_942355;NA;1677;0;NA;NA;NA;NA;unknown;0;;;
sll7067-5UTR;sll7067;NP_942355;NA;124;0;NA;NA;NA;NA;unknown;0;;;
sll7069;sll7069;NP_942357;NA;315;2;NA;NA;NA;NA;unknown;2;;;
sll7070;sll7070;NP_942358;13.957;375;1;NA;NA;NA;NA;PM;1;;;
sll7077;sll7077;NP_942365;NA;582;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll7078;sll7078;NP_942366;NA;1446;0;NA;NA;NA;NA;PM;0;;;
sll7085;sll7085;NP_942373;65.409;1731;0;NA;NA;NA;NA;unknown;0;;;
sll7086;sll7086;NP_942374;14.549;396;0;NA;NA;NA;NA;unknown;0;;;
sll7087;sll7087;NP_942375;29.929;807;0;NA;NA;NA;NA;unknown;0;;;
sll7087-5UTR;sll7087;NP_942375;NA;28;0;NA;NA;NA;NA;unknown;0;;;
sll7089;sll7089;NP_942377;42.152;1113;0;NA;NA;NA;NA;unknown;0;;;
sll7090;sll7090;NP_942378;111.43;2940;0;NA;NA;NA;NA;unknown;0;;;
sll7090-5UTR;sll7090;NP_942378;NA;65;0;NA;NA;NA;NA;unknown;0;;;
sll7103;sll7103;NP_942391;NA;387;0;NA;NA;NA;NA;NA;NA;;;
sll7106;sll7106;NP_942288;NA;85;0;NA;NA;NA;NA;NA;NA;;;
sll8001;sll8001;NP_942395;39.628;1047;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll8001-3UTR;sll8001;NP_942395;NA;851;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll8001-5UTR;sll8001;NP_942395;NA;99;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll8002;sll8002;NP_942396;24.243;639;0;NA;NA;NA;NA;unknown;0;;;
sll8004;sll8004;NP_942398;20.674;558;0;NA;NA;NA;NA;unknown;0;;;
sll8006;sll8006;NP_942400;NA;1395;0;NA;NA;NA;NA;unknown;0;;;
sll8007;sll8007;NP_942401;13.002;351;0;NA;NA;NA;NA;NA;NA;;;
sll8007-5UTR;sll8007;NP_942401;NA;159;0;NA;NA;NA;NA;NA;NA;;;
sll8011;sll8011;NP_942405;NA;375;0;NA;NA;NA;NA;NA;NA;;;
sll8012;sll8012;NP_942406;15.637;417;0;NA;NA;NA;NA;unknown;0;;;
sll8012-5UTR;sll8012;NP_942406;NA;30;0;NA;NA;NA;NA;unknown;0;;;
sll8017;sll8017;NP_942411;NA;534;0;NA;NA;NA;NA;NA;NA;;;
sll8018;sll8018;NP_942412;NA;1593;0;NA;NA;NA;NA;NA;NA;;;
sll8018-5UTR;sll8018;NP_942412;NA;242;0;NA;NA;NA;NA;NA;NA;;;
sll8025;sll8025;NP_942419;NA;516;4;NA;NA;NA;NA;NA;NA;;;
sll8027;sll8027;NP_942421;NA;426;0;NA;NA;NA;NA;Soluble proteins;0;;;
sll8032;sll8032;NP_942426;NA;342;0;NA;NA;NA;NA;NA;NA;;;
sll8033;sll8033;NP_942427;NA;399;0;NA;NA;NA;NA;NA;NA;;;
sll8035;sll8035;NP_942429;NA;504;3;NA;NA;NA;NA;NA;NA;;;
sll8040;sll8040;NP_942434;NA;750;0;NA;NA;NA;NA;unknown;0;;;
sll8043;sll8043;NP_942437;NA;360;0;NA;NA;NA;NA;NA;NA;;;
sll8043-5UTR;sll8043;NP_942437;NA;29;0;NA;NA;NA;NA;NA;NA;;;
sll8048;sll8048;NP_942442;NA;711;0;NA;NA;NA;NA;NA;NA;;;
sll8048-3UTR;sll8048;NP_942442;NA;1201;0;NA;NA;NA;NA;NA;NA;;;
sll8048-5UTR;sll8048;NP_942442;NA;1414;0;NA;NA;NA;NA;NA;NA;;;
sllt43;sllt43;NA;NA;40;NA;NA;NA;NA;NA;NA;NA;;;
slr0001;slr0001;NP_442110;17.451;483;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0001-3UTR;slr0001;NP_442110;NA;267;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0001-5UTR;slr0001;NP_442110;NA;42;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0007;slr0007;NP_442118;27.262;762;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0007-as;slr0007;NP_442118;NA;55;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0013;slr0013;NP_442123;18.69;528;1;NA;NA;NA;NA;PM;1;;;
slr0013-3UTR;slr0013;NP_442123;NA;73;1;NA;NA;NA;NA;PM;1;;;
slr0013-5UTR;slr0013;NP_442123;NA;60;1;NA;NA;NA;NA;PM;1;;;
slr0014;slr0014;NP_442124;NA;705;3;NA;NA;NA;NA;PM;0;;;
slr0014-5UTR;slr0014;NP_442124;NA;24;3;NA;NA;NA;NA;PM;0;;;
slr0016;slr0016;NP_442128;NA;549;2;NA;NA;NA;NA;unknown;2;;;
slr0016-5UTR;slr0016;NP_442128;NA;59;2;NA;NA;NA;NA;unknown;2;;;
slr0017;slr0017;NP_442129;46.604;1317;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0021;slr0021;NP_442138;30.273;834;0;NA;NA;NA;NA;TM;0;;;
slr0021-3UTR;slr0021;NP_442138;NA;268;0;NA;NA;NA;NA;TM;0;;;
slr0021-5UTR;slr0021;NP_442138;NA;45;0;NA;NA;NA;NA;TM;0;;;
slr0022;slr0022;NP_442710;14.031;372;0;NA;NA;NA;NA;NA;NA;;;
slr0022-3UTR;slr0022;NP_442710;NA;232;0;NA;NA;NA;NA;NA;NA;;;
slr0022-5UTR;slr0022;NP_442710;NA;86;0;NA;NA;NA;NA;NA;NA;;;
slr0032;slr0032;NP_442721;33.951;918;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0032-3UTR;slr0032;NP_442721;NA;49;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0032-5UTR;slr0032;NP_442721;NA;238;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0033;slr0033;NP_442722;11.616;315;0;NA;NA;NA;NA;NA;NA;;;
slr0033-3UTR;slr0033;NP_442722;NA;601;0;NA;NA;NA;NA;NA;NA;;;
slr0033-5UTR;slr0033;NP_442722;NA;9;0;NA;NA;NA;NA;NA;NA;;;
slr0033-as;slr0033;NP_442722;NA;49;0;NA;NA;NA;NA;NA;NA;;;
slr0033-as2;slr0033;NP_442722;NA;45;0;NA;NA;NA;NA;NA;NA;;;
slr0036;slr0036;NP_442725;42.455;1170;0;NA;NA;NA;NA;NA;NA;;;
slr0039;slr0039;NP_442730;38.418;1074;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0039-as;slr0039;NP_442730;NA;165;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0041;slr0041;NP_442733;31.023;843;7;NA;NA;NA;NA;NA;NA;;;
slr0042;slr0042;NP_442734;61.85;1731;0;NA;NA;NA;NA;NA;NA;;;
slr0042-as;slr0042;NP_442734;NA;136;0;NA;NA;NA;NA;NA;NA;;;
slr0042-as2;slr0042;NP_442734;NA;126;0;NA;NA;NA;NA;NA;NA;;;
slr0042-as3;slr0042;NP_442734;NA;62;0;NA;NA;NA;NA;NA;NA;;;
slr0043;slr0043;NP_442735;74.096;2004;0;NA;NA;NA;NA;NA;NA;;;
slr0044;slr0044;NP_442736;31.34;849;0;NA;NA;NA;NA;NA;NA;;;
slr0049;slr0049;NP_442195;44.058;1197;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0049-5UTR;slr0049;NP_442195;NA;32;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0051;slr0051;NP_442201;27.89;792;0;NA;NA;NA;NA;unknown;0;;;
slr0051-3UTR;slr0051;NP_442201;NA;285;0;NA;NA;NA;NA;unknown;0;;;
slr0055;slr0055;NP_442210;17.86;492;0;NA;NA;NA;NA;unknown;0;;;
slr0056;slr0056;NP_442211;35.208;975;7;NA;NA;NA;NA;NA;NA;;;
slr0056-3UTR;slr0056;NP_442211;NA;95;7;NA;NA;NA;NA;NA;NA;;;
slr0056-5UTR;slr0056;NP_442211;NA;38;7;NA;NA;NA;NA;NA;NA;;;
slr0056-as;slr0056;NP_442211;NA;45;7;NA;NA;NA;NA;NA;NA;;;
slr0056-as2;slr0056;NP_442211;NA;108;7;NA;NA;NA;NA;NA;NA;;;
slr0056-as3;slr0056;NP_442211;NA;68;7;NA;NA;NA;NA;NA;NA;;;
slr0059;slr0059;NP_442216;NA;306;1;NA;NA;NA;NA;NA;NA;;;
slr0059-5UTR;slr0059;NP_442216;NA;567;1;NA;NA;NA;NA;NA;NA;;;
slr0061;slr0061;NP_442218;NA;666;1;NA;NA;NA;NA;NA;NA;;;
slr0064;slr0064;NP_442223;43.002;1155;0;NA;NA;NA;NA;Large ribosomal protein;0;;;
slr0072;slr0072;NP_442469;28.79;795;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0072-3UTR;slr0072;NP_442469;NA;89;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0072-5UTR;slr0072;NP_442469;NA;8;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0074;slr0074;NP_442472;52.795;1443;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0074-5UTR;slr0074;NP_442472;NA;120;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0075;slr0075;NP_442473;28.419;771;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0078;slr0078;NP_442480;14.537;390;0;NA;NA;NA;NA;unknown;0;;;
slr0078-5UTR;slr0078;NP_442480;NA;115;0;NA;NA;NA;NA;unknown;0;;;
slr0079;slr0079;NP_442481;90.135;2442;0;NA;NA;NA;NA;PM;0;;;
slr0079-as;slr0079;NP_442481;NA;96;0;NA;NA;NA;NA;PM;0;;;
slr0082;slr0082;NP_442485;49.362;1332;0;NA;NA;NA;NA;unknown;0;;;
slr0082-3UTR;slr0082;NP_442485;NA;21;0;NA;NA;NA;NA;unknown;0;;;
slr0082-5UTR;slr0082;NP_442485;NA;144;0;NA;NA;NA;NA;unknown;0;;;
slr0086;slr0086;NP_442490;59.184;1596;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0086-5UTR;slr0086;NP_442490;NA;26;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0090;slr0090;NP_442493;NA;1020;0;NA;NA;NA;NA;NA;NA;;;
slr0090-5UTR;slr0090;NP_442493;NA;959;0;NA;NA;NA;NA;NA;NA;;;
slr0092;slr0092;NP_442495;NA;774;0;NA;NA;NA;NA;NA;NA;;;
slr0092-as;slr0092;NP_442495;NA;75;0;NA;NA;NA;NA;NA;NA;;;
slr0095;slr0095;NP_442497;NA;663;0;NA;NA;NA;NA;NA;NA;;;
slr0096;slr0096;NP_442498;NA;1671;10;NA;NA;NA;NA;NA;NA;;;
slr0096-5UTR;slr0096;NP_442498;NA;33;10;NA;NA;NA;NA;NA;NA;;;
slr0099;slr0099;NP_442560;NA;1020;0;NA;NA;NA;NA;NA;NA;;;
slr0105;slr0105;NP_442567;51.93;1389;0;NA;NA;NA;NA;PM;0;;;
slr0106;slr0106;NP_442568;25.879;705;0;NA;NA;NA;NA;unknown;0;;;
slr0106-as;slr0106;NP_442568;NA;127;0;NA;NA;NA;NA;unknown;0;;;
slr0109;slr0109;NP_442574;NA;957;3;NA;NA;NA;NA;PM;3;;;
slr0110;slr0110;NP_442578;23.086;636;0;NA;NA;NA;NA;unknown;0;;;
slr0110-5UTR;slr0110;NP_442578;NA;31;0;NA;NA;NA;NA;unknown;0;;;
slr0119;slr0119;NP_442587;NA;957;6;NA;NA;NA;NA;NA;NA;;;
slr0142;slr0142;NP_441864;NA;735;6;NA;NA;NA;NA;NA;NA;;;
slr0145;slr0145;NP_441867;15.045;411;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0145-as;slr0145;NP_441867;NA;111;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0146;slr0146;NP_441868;19.69;513;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0148;slr0148;NP_441870;17.823;483;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0150;slr0150;NP_441872;10.793;312;0;NA;NA;NA;NA;NA;NA;;;
slr0151;slr0151;NP_441873;34.915;963;0;NA;NA;NA;NA;PM;0;;;
slr0151-as;slr0151;NP_441873;NA;49;0;NA;NA;NA;NA;PM;0;;;
slr0161;slr0161;NP_441886;40.615;1110;0;NA;NA;NA;NA;PM;0;;;
slr0161-5UTR;slr0161;NP_441886;NA;55;0;NA;NA;NA;NA;PM;0;;;
slr0164;slr0164;NP_441889;24.881;678;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0164-5UTR;slr0164;NP_441889;NA;73;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0166;slr0166;NP_441895;NA;303;0;NA;NA;NA;NA;NA;NA;;;
slr0168;slr0168;NP_441977;68.369;1932;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0180;slr0180;NP_441997;NA;1017;0;NA;NA;NA;NA;NA;NA;;;
slr0184;slr0184;NP_442006;23.734;621;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0184-5UTR;slr0184;NP_442006;NA;29;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0185;slr0185;NP_442007;21.372;597;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0185-3UTR;slr0185;NP_442007;NA;181;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0185-5UTR;slr0185;NP_442007;NA;36;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0193;slr0193;NP_442342;16.616;456;0;NA;NA;NA;NA;unknown;0;;;
slr0193-3UTR;slr0193;NP_442342;NA;105;0;NA;NA;NA;NA;unknown;0;;;
slr0193-5UTR;slr0193;NP_442342;NA;163;0;NA;NA;NA;NA;unknown;0;;;
slr0193-as;slr0193;NP_442342;NA;21;0;NA;NA;NA;NA;unknown;0;;;
slr0194;slr0194;NP_442343;24.752;708;0;NA;NA;NA;NA;unknown;0;;;
slr0194-3UTR;slr0194;NP_442343;NA;53;0;NA;NA;NA;NA;unknown;0;;;
slr0194-5UTR;slr0194;NP_442343;NA;119;0;NA;NA;NA;NA;unknown;0;;;
slr0195;slr0195;NP_442344;NA;552;1;NA;NA;NA;NA;unknown;1;;;
slr0195-5UTR;slr0195;NP_442344;NA;4;1;NA;NA;NA;NA;unknown;1;;;
slr0196;slr0196;NP_442345;10.276;282;0;NA;NA;NA;NA;NA;NA;;;
slr0196-5UTR;slr0196;NP_442345;NA;97;0;NA;NA;NA;NA;NA;NA;;;
slr0197;slr0197;NP_442346;61.255;1662;1;NA;NA;NA;NA;unknown;1;;;
slr0197-as;slr0197;NP_442346;NA;144;1;NA;NA;NA;NA;unknown;1;;;
slr0212;slr0212;NP_442368;132.54;3588;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0212-5UTR;slr0212;NP_442368;NA;40;0;NA;NA;NA;NA;Soluble proteins;0;;;
slr0216;slr0216;NP_442143;20.53;558;0;NA;NA;NA;NA;unknown;0;;;
slr0216-5UTR;slr0216;NP_442143;NA;21;0;NA;NA;NA;NA;unknown;0;;;
slr0216-as;slr0216;NP_442143;NA;91;0;NA;NA;NA;NA;unknown;0;;;
slr0217;slr0217;NP_442144;15.939;423;0;NA;NA;NA;NA;unknown;0;;;
